playername,PCA_0,PCA_1,PCA_2,PCA_3
Edmond Tapsoba,5.866407525233342,0.15825898651686177,-2.9521889588914663,-0.08669738390568246
Edoardo Goldaniga,-1.6603238096095108,0.32665583808048737,1.5258093544023563,-0.08300073210805581
Emil Krafth,-2.9779142748487453,0.2199569639819639,2.5444553231160456,0.5725655420184971
Emre Can,5.858457881733392,2.469091283545453,0.10332300844888496,1.4870895414186458
Enzo Roco,-3.785401098974294,0.027567396848770204,-0.5727697677966109,0.7396238983994109
Erhan Masovic,-4.085992498590878,2.4702331505438297,-2.514263974784939,-0.2745662189881708
Eric Bailly,-1.9710652507963216,0.7145117220426913,-0.6911404209172239,0.009837255667568047
Eric Dier,1.178520318431284,-1.6654247571740337,-0.11401051788759392,-0.5300717421615361
Eric Garcia,5.666657657315248,-2.415858398584458,-1.1300306252562966,-0.9755347418171715
Erick Cabaco,-2.994401947137392,-0.36077057407009233,1.0935030807969686,-0.262098286841985
Esteban Saveljich,-5.299191638807395,-1.9002069521749472,0.8046343001682992,-0.5636347893067388
Ethan Ampadu,-0.5065621010160933,0.8242360115685297,-1.1985005926824692,-0.96819323887878
Ethan Pinnock,-0.6659990473472092,0.20560258186819602,0.7757695952293467,1.1226335966187417
Ezri Konsa,-3.654828890905268,-0.6280394975440512,0.5012191155584014,0.7844743423363363
Fabian Schar,-1.0188420209280118,2.3974077037349857,1.1013747916450227,0.9693208114185214
Fabinho,3.7520078741695935,-0.9758638588981525,-2.4513683987517285,-0.2978149210152837
Facundo Medina,4.645593626558708,1.7640157003963377,-0.9201935318612072,0.3024118429924316
Fali,-5.459831390264979,-0.46313118331781983,2.414786972167677,-1.0924202955478142
Federico Ceccherini,-1.9137889768512837,0.10709693680869485,0.5092066242987521,-0.7832261181257298
Federico Dimarco,6.800093315141262,2.8161347423602066,6.831136492217796,1.3395422000103925
Federico Fernandez,-2.6960924053829185,-0.28324091092764014,0.3020919587196882,-0.28815604686292123
Federico Peluso,-0.48361214706534994,-1.186765809761875,-0.14908428484848849,0.01193777148761915
Felipe,-2.1149139305053257,-0.5967628815101239,0.4756823868759075,0.591284317634882
Fernandinho,6.373618688065106,-1.6964392848571865,0.44264369742876336,-1.6928899307838907
Fernando Calero,-1.7972520370746121,-1.1556345298023825,-0.03038310960343937,-0.4213690004335948
Fikayo Tomori,1.472606558281686,0.3475754202616942,-1.7586030017062855,0.18529092816484707
Flavius Daniliuc,2.335540733649783,-1.6284120140126788,-0.7186189520774636,-1.032653559210409
Florent Ogier,0.31024862360961886,-0.13783477567396935,-1.0844878723898517,0.40065039059561924
Florian Grillitsch,3.4334189754901483,3.65957918696613,0.0016183590350269976,-1.3569339300966448
Florian Lejeune,-1.5848311430643272,0.7590231681162609,0.3528280130631908,-0.0723301657790827
Francesco Acerbi,0.42686758619762555,-0.037851969427840165,0.31038777437556553,-0.09507073661562387
Franco Russo,-2.5719334431932537,1.4925822805132203,-0.5154774014993331,0.9818838441758043
Freddie Veseli,-2.371983768456349,-0.9295776073594495,-0.533342184294491,-0.8160731803204033
Gabriel Dos Santos,1.2861453868370376,-1.0278448248251673,-0.35404245367644527,1.0047022628848203
Gabriel Paulista,-1.0362159173846242,-1.321459606411438,0.5551137037617512,0.20316329178374332
Gary Medel,0.6436614341678311,-0.8334283989039746,-0.228886108303901,-0.7922087222538718
Gerard Pique,2.8393616942666773,-1.3105644272295556,-0.5635927647159533,0.5547269278453347
German Pezzella,-1.4669722676910857,-0.12787342676132088,0.2245244966308246,0.5615518542390066
German Sanchez,-3.853595352970281,-1.6800159075208119,1.2253633004727336,1.5337149445172633
Gerzino Nyamsi,-0.642894680528326,-0.7923318072545162,1.023623448156623,-0.5204586550194632
Gian Marco Ferrari,2.8500150930060895,-1.5862545223464732,0.2172997323707015,-0.07345890741607511
Giangiacomo Magnani,-2.2338557659537206,-0.13878523452034527,-0.13793491437129785,-0.0027561368371360933
Gianluca Mancini,1.3951205058962042,0.6509479549504832,0.30373484550652746,1.3300182594102368
Gideon Jung,-2.654200118984809,-0.1597082351970424,-1.1842843487365475,-0.8694286070106239
Giorgio Chiellini,2.836689906117383,-1.2150514997068138,1.1676367526558264,-0.6584916905873828
Gleison Bremer,-0.7661204394879942,3.0420108780612236,-0.553750209281847,1.8999627780643307
Gonzalo Verdu,-1.305464159881875,-1.1056547494900966,-0.10572519630081624,-0.7201883981359057
Grant Hanley,-2.1786932329328064,0.7876043917535474,-1.7781106182861208,0.3637923788867411
Guillermo Maripan,-0.41225289578582747,-0.4542163569850077,0.6956561762437928,1.2449724081122717
Harold Moukoudi,-0.8240039799789606,1.3181641736359373,-0.7049305996276861,0.5866438415586354
Harry Maguire,1.3415602593306524,0.1414379742162258,1.301549842215465,-0.0413115809960617
Havard Nordtveit,1.8303916339553485,-1.0598997774065746,0.1443604733797793,-1.5278006640192308
Hiroki Ito,3.3471167778685027,0.8110924205643278,-2.168751213030421,2.0149729281715483
Houboulang Mendes,-1.9108694194855274,2.155605397980212,-1.1033236405759894,-0.8618667222117845
Hugo Guillamon,-0.2652368779620336,-1.5720008863833603,-0.38112361971631475,-0.1089147290430709
Ibrahima Konate,-0.1668822786819681,0.6543079816255196,0.6317223903067811,-0.4556946281761504
Ignasi Miquel,-3.9604549627148087,-1.4000911784937182,0.21090670270375872,-0.8032440708499969
Igor,1.3791768994368794,0.16791118893453724,-0.7325332566543279,-1.1674651068999038
Igor Zubeldia,0.5026945336303188,-0.7398528240748867,-0.4658047591457759,-0.3706805095282367
Inigo Martinez,-0.6337276082150434,-1.0603625872331488,0.8151582598846111,-0.2958641432273728
Ismael Traore,-1.4176640152848379,-0.2503269792750526,0.7144212815258936,1.147676946108638
Issa Diop,-3.458620302805098,0.14612197946817188,0.5029914519427329,0.9034663349501209
Jack Stephens,-1.1489153522176618,0.4757936531900049,0.37912693243989265,0.03791860304649923
Jamaal Lascelles,-3.849203232943736,-0.7844912645881087,0.4731847720907985,0.4638601163495833
James Tarkowski,-3.128479343035434,1.9944512313612885,0.7418186987898244,-0.16388222837617836
James Tomkins,-3.200821202293814,-0.46178828958752915,0.6619556953859386,0.9683451379634859
Jan Bednarek,-1.6899272569613317,0.21412239029806038,-0.14173902450437964,0.2225460178573445
Jannes Horn,-1.7444677846563934,-1.1690875792735327,-0.1316727547531961,-0.8303676393770124
Jannik Vestergaard,0.0676184408635034,-0.011608644888187547,-0.28200057530875144,0.5129878796372445
Jason Denayer,1.4824167578043508,-1.6295815684408168,-1.0102466792418312,0.4758280357102261
Jean Charles Castelletto,-2.3251766270702863,-0.6872803922463274,0.0811582691646596,0.3030589082160078
Jean Clair Todibo,2.7646164590362243,1.4131292653986252,-1.0882460089047266,0.43534243725775407
Jean Claude Billong,-2.1270639909962403,0.2976826269583325,-2.461696808651428,-0.11117483775861285
Jean Kevin Duverne,2.0476366536724977,0.1641303760128736,-0.5803385889667251,-0.8228329789264708
Jean Philippe Gbamin,-0.791637580125245,4.264740566821581,-2.474844232790129,-1.440282717814989
Jeffrey Gouweleeuw,-0.36081599198006664,1.434853573870689,-0.05763064191933948,-1.0557398500344235
Jeison Murillo,-1.2908235063188622,-1.0952607836154866,-0.8390380343171799,0.2705214759940305
Jemerson,-2.3212865417422743,-0.7412627908695937,-0.5771459420932055,0.11112714588174086
Jens Stryger Larsen,-0.303153760112674,-0.6932919281672542,0.9902283730227872,-1.5264710284605696
Jeremy Morel,-0.007403568082254837,-1.542747511554001,-0.3740234869670752,-0.5854598361308792
Jerome Boateng,5.837602250442414,-1.6768478689153337,1.734348335481604,-1.1276339521683876
Jerry St Juste,-1.321571985069549,2.395291527136303,0.030904526304427096,-0.34207362742635083
Jesus Vallejo,-2.7584649040833864,-1.584398070596856,0.06462212798131123,-0.17352008859872894
Jimmy Giraudon,-2.131660663052717,-0.7058361871200554,-0.5460201085799503,-0.6869463647599293
Joachim Andersen,2.2566839243008396,-1.8823585385370778,0.6666890595203689,-0.5518766807870784
Joakim Nilsson,-2.883241594774096,-0.5992906396272913,-0.25378521718074304,-0.6265294073795713
Joe Gomez,4.928404098744313,-2.072928836699094,-0.25937189428108337,-1.1153542063249762
Joel Matip,3.7132445707974044,-0.7619804557213185,-0.09026836874544775,0.3114513489974342
Joel Veltman,1.9474828127819408,0.8933853119610566,0.8334395413184904,-1.2983752896609553
Johan Vasquez,-1.759907993408253,3.556228837200623,-2.9432341760384033,2.2412972953987085
John Brooks,0.9193559293814576,-0.4779732536559487,-0.04314422026968355,-0.09044144463577004
John Stones,5.084182165791144,-2.8150898216801017,-1.1655908282434917,0.5468114293877017
Jonas Ramalho,-2.6189420898819424,-1.4942588066075064,1.1021989376903112,-1.1066841503954183
Jonathan Gradit,0.9099289516980593,1.2672421572688979,0.27056716695677563,-1.5831511207912925
Jonathan Tah,3.0207831366981903,-1.2853957079246177,-0.48946679902556656,-0.3576423256452911
Jonny Evans,0.09193120754028403,-0.7595499683176186,0.9588004978257351,0.5106177022242229
Jordan Torunarigha,-0.29438833941606396,1.856150972597479,0.38605619633817484,0.788015714896835
Jorge Cuenca,-3.2325320966305493,0.22284102357022686,-0.2312376194372621,1.3992804918068047
Jorge Mere,-1.0316130272599762,-0.3328347614697219,-0.18868132450378935,-0.021226721673938617
Jose Fonte,1.2398366185402676,-1.608999359460223,0.696111265601869,0.3271447847411155
Jose Luis Palomino,-0.515878840491127,1.9198587170829546,-0.9913096247748738,0.23575052777419633
Jose Maria Gimenez,-1.8660477770228163,-1.0609323654857667,-0.06863506950189492,-0.5273794789969092
Josema,-2.522877514773121,-0.815675485431503,-1.2217861780765444,-0.5999776451524431
Joseph Aidoo,-1.110009724051684,-0.03652662505128917,0.385854902546885,-0.9509994124246912
Josko Gvardiol,7.856994712928395,3.961940232217302,2.5335734016351754,-0.42264566251212904
Josuha Guilavogui,0.5924661482466973,1.3752290145516162,-1.4114335337817423,-0.5496112611752684
Juan Foyth,2.5036046271945698,5.513638698599875,-1.589746420270887,0.3300545233777089
Juan Jesus,0.24563268137457908,-0.19074436451813637,-1.9477685120048087,-0.07740953113020876
Jules Kounde,2.112210231190805,-0.7076175067194213,0.761645050652062,-0.5052164198482436
Julian Chabot,-0.27991311756013093,1.5925212524821701,-0.6793874770116392,0.7787251093290771
Julien Laporte,-0.7461839662288609,0.48672932235060684,-0.2147858274491849,0.3458512119739319
Kaan Ayhan,1.5957667706549064,-0.1101299769713115,0.7372154278279258,0.8313670006508865
Kalidou Koulibaly,4.6057512412513075,-0.1754454031340445,-0.7133734573391745,0.15427953032672995
Karim Rekik,-0.3519421862874724,-0.9019666584228536,-0.6119224487931876,0.20450935627756398
Kasim Nuhu,1.341724806447573,1.476525323466663,0.3998657884648881,-1.20402307551792
Kelvin Amian,-3.32247453785148,-1.208623857626426,0.6927198732564696,-0.8798836491704177
Keven Schlotterbeck,-2.359857341981415,0.872862398117013,-1.8453472733238674,-0.8882602012612235
Kevin Akpoguma,0.7991687812519077,1.2626903572948471,-1.0362896464782274,-0.9201804437205827
Kevin Bonifazi,-0.7619977337960349,0.912993299348062,-0.29634429249364785,-0.024817315786583072
Kevin Danso,-0.3892889886691152,0.9607990340488322,0.7295166833701477,0.44941688813083186
Kevin Long,-3.7801609722820424,0.8010393567202281,0.6192542898311113,-0.2881543848016701
Kevin Vogt,3.6670476613363716,-2.4905490749402763,0.132496672698241,-1.2312924363483486
Koffi Djidji,-1.7685775773534678,2.7318840595311866,-0.6816357755126674,-1.4171897139586518
Konstantinos Mavropanos,2.9425429724275673,3.9607750565201445,-0.05077821291219916,0.9966632710862416
Koray Gunter,-1.5008757944351945,0.3735757260245384,-0.4354857507482991,-0.8841090705979743
Kortney Hause,-2.2593871016466047,1.2952892182862967,-0.24610074944812188,1.2998238098991999
Kostas Manolas,-0.2692792323634429,-1.3791914811207397,0.09023859113477263,0.7361178918156623
Kouadio Yves Dabila,-2.2411668730977667,-1.6207758387394895,-1.0562847640418924,-0.5074809942674716
Kurt Zouma,0.2588034482051271,-0.7378878278375014,-0.16208770548367452,0.950688207132797
Laurent Koscielny,1.0650246561717067,-0.5365374592775248,-0.6697613148644752,0.339549827066984
Leander Dendoncker,-1.3862892654747487,1.061147397857662,-0.9739928271582642,1.4012684921337475
Leandro Cabrera,-2.8718778762523507,-0.88052106613974,1.4854939882358982,0.030153304381426806
Leonardo Balerdi,1.801056157639811,0.3348527079906664,-1.9357532022310922,1.1520410496327842
Leonardo Bonucci,2.066428271206002,-1.970542795110456,0.8869493082929285,0.9155485891434717
Lewis Dunk,-0.3895523405977924,-0.316388214364403,-0.1970369274284484,0.8452398335869846
Liam Cooper,1.4257079929092447,1.007133313129712,-1.1203815418798484,-0.008359262866824589
Lilian Brassier,1.3311595749970355,0.9928790505363396,-0.11801428297515565,-0.07147461463536965
Loic Bade,1.8467185279469003,0.21921695468714097,-1.9903002780785934,-0.7892174193484917
Lorenzo Tonelli,0.5494049221614076,-0.5276566994500989,0.5930977895499506,-0.03222746635841467
Louis Beyer,2.1103680696886986,0.534107158067112,-2.109776541270802,-0.744442605695554
Luca Ceppitelli,-0.9650274702205482,0.08537707635741845,0.16525838786967306,1.038663954899191
Luca Kilian,-0.31159480027231223,0.901774616053683,-0.5772398502025526,-0.8293080490421822
Lucas Hernandez,3.113064430123143,1.11901471809603,-1.4024407275497819,-1.29029157106072
Lucas Martinez Quarta,2.4905288156733185,2.6394062875528137,-0.7147533171014161,0.3916757544142574
Lucas Perrin,0.8315318952951939,0.4535698928235104,-0.016463875485876987,-0.7445922722146939
Luiz Felipe,0.386612569967461,1.7305675071234636,-0.8132583932775281,-0.6149270121145121
Lukas Klostermann,2.9464061219517697,0.005531796503980438,0.9137946388550632,0.8112760665455799
Luke Ayling,5.46095959593289,2.433410780524973,0.6984083487079478,-2.3772134886774814
Lyanco,-0.24837892491555047,2.538038714115973,-0.8304955168464817,-1.1414842384205692
Makoto Hasebe,0.7618048709114448,-0.5036984158237514,-0.7556359607679484,-1.1144426712470477
Malang Sarr,2.808582992190842,-1.382061209431595,-1.3123130345493894,-0.4158622631208504
Mamadou Fofana,-2.540876211831364,0.13869952425164858,-1.4000944355184615,-0.3218071422428753
Mamadou Sakho,-1.2154002261324803,-0.996010465573239,0.0548708605682754,-0.634044057559754
Manuel Akanji,4.351246917450904,-1.593840671018411,-0.7924269379971391,-0.2550911892860705
Manuel Gulde,-1.1191488223892079,-0.7183787018051077,0.25186895680544513,0.27702635429018246
Marash Kumbulla,-0.9769272708820647,-0.13437326182472567,-0.2901992133093928,0.5033575275375897
Marc Bartra,1.8038082848820638,0.2796093091781269,-1.1095363221174952,0.6124406959097926
Marc Guehi,1.363110923420528,-0.9407000796887951,-0.980712649455859,1.785221467719513
Marc Oliver Kempf,1.150061202164619,1.4398474147773757,0.31086326253556174,0.7069651242532434
Marcelo,2.487402314881656,-1.5798643722529275,-0.052648152957186424,0.22568016150248732
Marcos Mauro Lopez Gutierrez,-5.616216846807476,-1.0811623822927325,1.54183924461629,1.4867268561700677
Marin Pongracic,1.103614578018663,1.5098654154252271,-1.6875614711235702,1.0991373534149065
Mario Hermoso,0.7570946765914128,-0.7524700358771026,0.657074567739414,-0.03483871256869364
Marquinhos,3.2979839773623243,-1.9372906862023185,-0.22210878843328366,2.014465427580547
Martin Caceres,-0.8030067991420796,-0.8060398165407616,0.8809689711985732,-0.22367476552112717
Martin Erlic,-2.033261510995897,-0.46333410731223984,-0.30515134380145237,1.629575326166333
Martin Hinteregger,0.7879569807992501,1.2434359345408645,0.4324659476613688,1.0437904177885517
Martin Kelly,-4.429131113035873,-0.483568847227856,0.6986278688791643,-0.9367949333567993
Martin Valjent,-3.7760437157855558,-0.9159682816191651,0.31908873811145866,-1.0270335315018937
Marton Dardai,0.985227948250758,0.7145519033332002,1.2694464311717264,-1.5293340827405537
Marvin Friedrich,-0.21826132938610307,1.3505352510031108,0.9156748176977536,0.6106376101480968
Mason Holgate,-1.1876488827994327,0.6380665652778901,0.5854823042632823,-0.9571608659221826
Massadio Haidara,3.093813971237202,2.9514312756934267,-1.461337380176734,-1.2170867944171138
Mathias Jorgensen,-1.4595638747647368,0.7335279921535414,0.8222948377567815,0.373208767306948
Matija Nastasic,-1.0165757498442445,-1.1287553631209046,-1.0532648907051505,-0.4094303593063731
Mats Hummels,5.730784034962357,0.20742936465104594,-0.35701559033058966,0.5717213812005909
Matt Miazga,-1.8100992338882613,-0.3078993586163285,0.03422793758930757,-1.1075828227862679
Matteo Gabbia,0.5053497595603179,-2.863185561635398,-0.3966478090059534,-0.6581304741582449
Matteo Lovato,-2.0799039955619816,0.10894413609318024,0.10480637644025158,-0.7454506748160001
Matthias Ginter,3.393912116381458,-1.110544690005726,1.2334595241637092,-0.1894068376673575
Matthijs de Ligt,1.3569522514021872,-1.1889389210461614,0.5370063611541204,1.1776477975875286
Mattia Bani,-1.7192798599388597,-0.03235297739121849,-1.0318143313501984,0.32861994232038677
Mattia Caldara,-2.5635209347338725,1.0217342243967964,0.4747599966026437,1.0830493310019964
Max Kilman,-0.7770318387031866,0.4067630719164007,-0.7961611006676238,-0.09704220428058229
Maxence Lacroix,1.9749408248187723,2.7903818838497476,-0.8831342618961763,-0.6298733899910983
Maxime Esteve,-3.9637306638183842,-0.14761771703438417,0.04256785873720232,-0.5172130786447178
Maxime Le Marchand,1.406393429225741,-0.29120080493433487,-1.0799875220499904,-0.2312447582154574
Maximilian Bauer,-2.533514624617777,0.17900554012590159,-1.0680177641824706,-0.09871178222422965
Maya Yoshida,-2.0731363747863254,0.17946839446641136,0.45264792171826934,0.3486483166244731
Merih Demiral,-0.5041792182828724,0.2124898149462107,-0.03984875963432293,1.6284062588390569
Mexer,-0.9702552831601902,-1.0462345086053302,-0.28605265445126743,-0.5013623334909987
Michael Keane,-1.1973576439849012,-0.11991773816161193,0.003712594117450362,0.16298427844763544
Mickael Nade,-2.463558556501134,2.7023564358663172,-0.027349472329189523,1.5405498797632613
